iter	Logloss
255	0.3335449327
256	0.3329354259
257	0.3326353165
258	0.3322800234
259	0.3318832064
260	0.331547241
261	0.3313141878
262	0.3310845095
263	0.330766856
264	0.3305621967
265	0.3301099387
266	0.3297727973
267	0.3295676526
268	0.3292930617
269	0.3289814785
270	0.3287858629
271	0.3285653429
272	0.3280285568
273	0.3278070898
274	0.3274609796
275	0.3270413404
276	0.3268720463
277	0.3265103082
278	0.3261016572
279	0.325943137
280	0.325810454
281	0.3256436707
282	0.3251332854
283	0.3247802619
284	0.3245301641
285	0.3240955216
286	0.3239062324
287	0.3235790342
288	0.3232876637
289	0.3231033393
290	0.322641253
291	0.3221499158
292	0.321851476
293	0.3216489054
294	0.3213429431
295	0.3211986892
296	0.3209481568
297	0.3206398629
298	0.3203069885
299	0.3199331023
300	0.319531657
301	0.3193134857
302	0.3191706557
303	0.3189622632
304	0.3186632035
305	0.3184159155
306	0.3180198169
307	0.317823957
308	0.3176431176
309	0.3173964993
310	0.3170191196
311	0.3167369821
312	0.3165049143
313	0.3161363537
314	0.3157451624
315	0.3153575991
316	0.315023834
317	0.314595347
318	0.3143177698
319	0.3141616833
320	0.3138866803
321	0.3136074209
322	0.3132748191
323	0.3129584226
324	0.3126132448
325	0.3122911722
326	0.3118348747
327	0.3114834302
328	0.3111659179
329	0.3108611188
330	0.310555914
331	0.3102357697
332	0.3098730999
333	0.3094777399
334	0.3093382538
335	0.3090625733
336	0.3086247458
337	0.3083529642
338	0.3080795719
339	0.3077735709
340	0.3075206406
341	0.3072031722
342	0.3069311875
343	0.3066498207
344	0.3064107093
345	0.3060698563
346	0.3057272478
347	0.3055086397
348	0.3051423518
349	0.3049943366
350	0.3047353749
351	0.3044590929
352	0.3043023133
353	0.3039297914
354	0.3036296058
355	0.3033652385
356	0.3031398367
357	0.3029747564
358	0.3026795553
359	0.3023462359
360	0.3019941732
361	0.3017550752
362	0.3015243116
363	0.3012721869
364	0.301022636
365	0.3006757888
366	0.3004713079
367	0.3002958717
368	0.3001200767
369	0.2999075965
370	0.2996998194
371	0.2995696893
372	0.2992700607
373	0.2989710593
374	0.2988442332
375	0.2985997078
376	0.2983101807
377	0.2980293372
378	0.2978732767
379	0.2975062897
380	0.297292436
381	0.2971300746
382	0.296938457
383	0.2965228087
384	0.2963232263
385	0.2961049303
386	0.2957887959
387	0.2954851313
388	0.295353029
389	0.295136764
390	0.2948857928
391	0.2946948392
392	0.2943904598
393	0.2941807986
394	0.2940192569
395	0.2937177247
396	0.2934973692
397	0.2932783479
398	0.2930553887
399	0.2928671118
400	0.2925991313
401	0.2923118382
402	0.2921141558
403	0.2917395022
404	0.2913358999
405	0.2908939479
406	0.2907875477
407	0.2903860464
408	0.2901815703
409	0.2899741817
410	0.2898280332
411	0.2894984625
412	0.2892881032
413	0.2890917961
414	0.2887964712
415	0.288440689
416	0.288054874
417	0.2879305816
418	0.287574636
419	0.2873022208
420	0.2870419397
421	0.2868237974
422	0.2865860694
423	0.286248348
424	0.2861366314
425	0.2859686719
426	0.2857687256
427	0.2856100375
428	0.2853053406
429	0.2851701543
430	0.285062975
431	0.2848768572
432	0.2846270355
433	0.2843996226
434	0.2842060517
435	0.2840034389
436	0.2836783601
437	0.2834537035
438	0.2831850757
439	0.2830449267
440	0.2827545735
441	0.282584906
442	0.2823911855
443	0.2821719188
444	0.281956259
445	0.2816880705
446	0.2815361797
447	0.2811126719
448	0.280883806
449	0.2803986719
450	0.2800579521
451	0.2797803396
452	0.2794599161
453	0.2791086731
454	0.2789604326
455	0.2788175642
456	0.2785858521
457	0.2782262634
458	0.2780408214
459	0.2777885066
460	0.2774523724
461	0.277195093
462	0.2769691813
463	0.2767321722
464	0.276500342
465	0.2764362814
466	0.2761941756
467	0.2758372389
468	0.2754948317
469	0.2753650834
470	0.2751849058
471	0.2750026198
472	0.2746592848
473	0.2743475204
474	0.2739720107
475	0.2737283448
476	0.2735133199
477	0.2733627218
478	0.2732609386
479	0.2730306054
480	0.272871267
481	0.2726329466
482	0.2723719796
483	0.2722081332
484	0.2719144827
485	0.2717160462
486	0.2715885849
487	0.2713551074
488	0.2710367344
489	0.2708268525
490	0.2706118711
491	0.2703681277
492	0.2702500779
493	0.2699423384
494	0.2697808678
495	0.2696649658
496	0.2694693218
497	0.2691652793
498	0.2689597174
499	0.2687811103
500	0.268500161
501	0.2683263908
502	0.2679264114
503	0.2676755422
504	0.2674995261
505	0.2673230426
506	0.2671659616
507	0.2669351083
508	0.266808268
509	0.2666757883
510	0.266498027
511	0.2663194776
512	0.2661385399
513	0.265980401
514	0.2658298077
515	0.2656441315
516	0.265378679
517	0.2651567832
518	0.2649168191
519	0.2646966068
520	0.2644030754
521	0.2641526438
522	0.2638579635
523	0.2636879104
524	0.2633933199
525	0.2631966653
526	0.2631044709
527	0.2629537954
528	0.2628785918
529	0.2624528721
530	0.2623205781
531	0.2621066033
532	0.2619439005
533	0.261672175
534	0.2614993509
535	0.2613101543
536	0.2611384616
537	0.2608924897
538	0.2606844484
539	0.2604681559
540	0.2601524153
541	0.2599170168
542	0.259625729
543	0.2595081726
544	0.259367487
545	0.2591253197
546	0.2589004918
547	0.2585375193
548	0.2583108913
549	0.2581447344
550	0.2580196476
551	0.257900539
552	0.2577208656
553	0.2575529138
554	0.2574066076
555	0.2572759717
556	0.2569481052
557	0.256765267
558	0.2566141339
559	0.2564205781
560	0.2561443099
561	0.2558364928
562	0.2555356328
563	0.2553938132
564	0.2552014418
565	0.2549596674
566	0.2548747682
567	0.2547242056
568	0.2545598373
569	0.2543043181
570	0.2541425736
571	0.2538877404
572	0.253666806
573	0.253523568
574	0.253344996
575	0.2531923834
576	0.2529078897
577	0.2526712222
578	0.2524530428
579	0.25231543
580	0.2521476529
581	0.2518978447
582	0.2517616152
583	0.251608975
584	0.2514548448
585	0.2511764493
586	0.2510281499
587	0.2508189052
588	0.2506049155
589	0.2504081209
590	0.2502071872
591	0.2499064109
592	0.2497626759
593	0.2495393761
594	0.2494424285
595	0.2492408936
596	0.2490644952
597	0.2488926263
598	0.2485926088
599	0.2484399791
600	0.2482575809
601	0.2480494661
602	0.2478663384
603	0.2477165222
604	0.2475741404
605	0.2474522359
606	0.2472999067
607	0.2471872102
608	0.2470394478
609	0.2467551668
610	0.2465770289
611	0.2463400236
612	0.2461165547
613	0.2459611388
614	0.2458051058
615	0.2455719735
616	0.2454543774
617	0.2453457575
618	0.2451334857
619	0.2450125285
620	0.2448550053
621	0.2447786015
622	0.2447214303
623	0.2445736478
624	0.2444470326
625	0.2442835488
626	0.2441159441
627	0.2440189981
628	0.2438262947
629	0.2436151697
630	0.2434422418
631	0.2431533003
632	0.2430183044
633	0.2426859035
634	0.2425306577
635	0.2423001893
636	0.2421410892
637	0.2419226731
638	0.2417479472
639	0.2414504669
640	0.2412686678
641	0.2411528304
642	0.241072916
643	0.2406954094
644	0.2405425593
645	0.2403353575
646	0.2401542031
647	0.2398398437
648	0.239657488
649	0.2393872207
650	0.2392081216
651	0.2391292043
652	0.238946032
653	0.2387555966
654	0.2385253674
655	0.2384226958
656	0.2382904153
657	0.2381052639
658	0.2380191195
659	0.2376681251
660	0.2373855904
661	0.2370879361
662	0.2370094094
663	0.2367943383
664	0.2365272292
665	0.236310031
666	0.2358654584
667	0.2356399917
668	0.235455064
669	0.2351820516
670	0.2350613023
671	0.2348503814
672	0.2346080537
673	0.2344271399
674	0.2341932497
675	0.2339359838
676	0.2337993743
677	0.2336418623
678	0.2333986296
679	0.2331933765
680	0.2330430483
681	0.2328291269
682	0.2324968464
683	0.2322926597
684	0.2321307661
685	0.2319182522
686	0.2318302517
687	0.2316988661
688	0.2315341301
689	0.2313759231
690	0.2311833154
691	0.2309421909
692	0.2307417908
693	0.2304450216
694	0.2302860771
695	0.2301965366
696	0.2300008991
697	0.2298128567
698	0.2296059872
699	0.2294359887
700	0.229173991
701	0.2289418194
702	0.2288268021
703	0.228746272
704	0.2285300423
705	0.2282619014
706	0.2280838607
707	0.227945986
708	0.2277744914
709	0.2276838466
710	0.2275170322
711	0.2273427645
712	0.2272746217
713	0.2270594516
714	0.2268953049
715	0.2267799651
716	0.2266588467
717	0.2264627401
718	0.226229523
719	0.2261184722
720	0.225907692
721	0.2257938424
722	0.2255953072
723	0.2253407295
724	0.225215939
725	0.2250912104
726	0.2248444987
727	0.2245359612
728	0.2242700698
729	0.2241645953
730	0.2239778011
731	0.2238222377
732	0.2237354556
733	0.2236093483
734	0.2234494672
735	0.2233099945
736	0.22306683
737	0.222958225
738	0.2227520645
739	0.2224576811
740	0.2223074277
741	0.2221565167
742	0.22206355
743	0.2219138123
744	0.2217317897
745	0.2215126472
746	0.2213735069
747	0.2211313362
748	0.2209240036
749	0.2208324002
750	0.2207792533
751	0.2206601559
752	0.2204973533
753	0.2204309207
754	0.2201969286
755	0.2200300669
756	0.2198483027
757	0.2197126206
758	0.2195126586
759	0.2194158594
760	0.2191970394
761	0.2190396589
762	0.2189334191
763	0.2188177152
764	0.2187204915
765	0.21862329
766	0.218497903
767	0.2182890441
768	0.2179898571
769	0.2177904411
770	0.2176213181
771	0.2175573234
772	0.2174349749
773	0.2172728924
774	0.2170273244
775	0.216867286
776	0.216721472
777	0.2165622196
778	0.2163789862
779	0.2162641362
780	0.2161577041
781	0.2160084403
782	0.2158479719
783	0.2157278134
784	0.2155804384
785	0.2154450942
786	0.2152689506
787	0.2150551126
788	0.2148409798
789	0.2146303896
790	0.2144547696
791	0.2141131323
792	0.2139602573
793	0.2138513841
794	0.2137438355
795	0.2134784688
796	0.213297428
797	0.2132073012
798	0.2127934278
799	0.2125468211
800	0.2124444965
801	0.2123106435
802	0.2121163163
803	0.2119536297
804	0.211837896
805	0.2115496975
806	0.2114735717
807	0.211306753
808	0.2112055938
809	0.2108334652
810	0.2106792544
811	0.2105351947
812	0.2103170349
813	0.2101132986
814	0.210013733
815	0.2098795416
816	0.2096652368
817	0.2095976367
818	0.2094332984
819	0.2091799846
820	0.2090208259
821	0.2086594027
822	0.2084775848
823	0.2083572107
824	0.2082083444
825	0.2080547844
826	0.2079671943
827	0.2078385276
828	0.2077351586
829	0.2076193365
830	0.2075375808
831	0.2073221634
832	0.2071472771
833	0.2068549171
834	0.2067079731
835	0.2066074883
836	0.2064972753
837	0.2063750158
838	0.2061660096
839	0.2060511087
840	0.2059545071
841	0.2058039521
842	0.2056023489
843	0.2054499863
844	0.2052459387
845	0.2051738251
846	0.2051134326
847	0.2050098091
848	0.2048734534
849	0.2047869097
850	0.2046909641
851	0.2045468948
852	0.2042986067
853	0.2042234497
854	0.2040625068
855	0.2039138164
856	0.2037693523
857	0.203707944
858	0.2035832438
859	0.203452982
860	0.2032943984
861	0.2030624696
862	0.2029298072
863	0.2027815702
864	0.202566842
865	0.2024647152
866	0.2023922356
867	0.2022379526
868	0.2021148786
869	0.2019652187
870	0.2018647715
871	0.2016945473
872	0.2015471335
873	0.2014270119
874	0.2013242253
875	0.2012290176
876	0.2010880534
877	0.2010118698
878	0.2009336057
879	0.200776747
880	0.2007019038
881	0.2004921976
882	0.2004208079
883	0.2003868692
884	0.2001545567
885	0.2000628362
886	0.1998243887
887	0.199724965
888	0.1996105858
889	0.1994894984
890	0.1993967261
891	0.1992949592
892	0.1991659158
893	0.1990570031
894	0.198821612
895	0.1986075494
896	0.1983723403
897	0.1981080023
898	0.1978624431
899	0.1976391374
900	0.1975480095
901	0.1974296823
902	0.197256418
903	0.1971447139
904	0.1970513359
905	0.1968976241
906	0.1968085581
907	0.1966743075
908	0.1964727406
909	0.1963696524
910	0.196219427
911	0.1961720764
912	0.1961124425
913	0.1959940331
914	0.195899282
915	0.1956917486
916	0.1954990832
917	0.1952559194
918	0.1950517771
919	0.1949956949
920	0.1947955992
921	0.1946144378
922	0.1944351611
923	0.1943352202
924	0.1942027909
925	0.1941577066
926	0.1940419697
927	0.1939030375
928	0.1936900664
929	0.1935626561
930	0.1933516474
931	0.1932644022
932	0.1930990823
933	0.193026012
934	0.1929288799
935	0.1928523008
936	0.1926844538
937	0.1925910411
938	0.1924060524
939	0.1922479399
940	0.1921208309
941	0.191936756
942	0.1917854576
943	0.1915743986
944	0.1913846093
945	0.1912512409
946	0.1910960159
947	0.1910071218
948	0.1909166005
949	0.1908172044
950	0.1906944754
951	0.190461022
952	0.1902949156
953	0.1901697983
954	0.1900609992
955	0.1898879303
956	0.1897049947
957	0.1896074291
958	0.1894105384
959	0.1892321929
960	0.1890901427
961	0.1889569031
962	0.1887378553
963	0.1886518147
964	0.1885862896
965	0.1884810494
966	0.1883642399
967	0.1881775673
968	0.1880170195
969	0.1879058055
970	0.1877353297
971	0.1875902149
972	0.1874736281
973	0.1874014269
974	0.1872084386
975	0.1870988663
976	0.1870160801
977	0.1868313504
978	0.1867109411
979	0.1865759959
980	0.1864688576
981	0.1863310552
982	0.1861744533
983	0.1860674378
984	0.1859464785
985	0.1858027874
986	0.1856033311
987	0.1855325022
988	0.18540301
989	0.1853194156
990	0.1851795654
991	0.1850355287
992	0.1849343587
993	0.1847946193
994	0.1846470977
995	0.1845238552
996	0.1844292176
997	0.1842977532
998	0.1841767869
999	0.1840595999
